Spp.ID,Group,Taxa,Common Name,Scientific Name,DPS/Stock,ESA T/E,Waters,Year Listed,CH Year,RP Year,MMPA,CITES,Pop_Location,Time,Estimate,Measure_Precision,Measure_variation,Measure_Unit,Weigth(kg),Length(m),Lifespan(yrs),Maturity(yrs),Diet,Behavior,MinPopEstimate,PBR,Growth Rate(%),Mortality(per/yr),Conservation_actions,ESA agency region,ESA agency secondary,Main Threat,PrimarySource,PrimarySourceType,DataSource,RP_History,RP_Status,CH_History,CH Final 1 size,CH Last Final date,CH Last Final size,CH_Current,CH Note,PROJECT PopsNumber,Index_Species,Index_Species_Narr,Index_Use_narr,Pop_CaptiveWild,Pop_Extent,Measure_Type,PointBeforeListingGap,PopNotes,Measure_Method,ListPeriod,DataNotes,DataResearch
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1979,1,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1980,2,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1995,4,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1981,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1982,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1996,6,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1983,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1984,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1997,9,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1985,1,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1986,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1998,13,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1987,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1988,1,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1999,16,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1989,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1990,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2000,12,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1991,1,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1992,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2001,8,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1993,0,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1994,1,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Marine Fisheries Service. 2008. Draft Bi-National Recovery Plan for the Kemp?s Ridley Sea Turtle (Lepidochelys kempii) SECOND REVISION. http://www.nmfs.noaa.gov/pr/pdfs/recovery/turtle_kempsridley_draft2.pdf,Report (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2002,38,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1995,4,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2003,19,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1996,6,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1997,9,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2004,42,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1998,13,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,1999,16,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2005,50,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2000,12,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2001,8,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2006,102,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2002,38,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2007,128,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2003,19,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2008,190,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2004,42,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2005,50,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2009,193,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2006,102,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,NA,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2007,128,999,,Nests,,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",Vast majority of US nests,Wild,Partial,Abundance,1,,999,Within,,
49a,Reptile,Sea turtle,Kemp's Ridley sea turtle,Lepidochelys kempii,Texas Population,Endangered,US/F,1970,NA,1991,NA,Appendix I,Texas,2010,142,999,,Nests (non-zero years),,,,,,,,,,,,Beach,USFWS,,National Park Service. 2013. Sea Turtle Recovery Project. Website <http://www.nps.gov/pais/naturescience/strp.htm>,Website (GOV),,"O 1984, R1 1992,  1999, R2 2011",R2,Proposal Designation 10/4/1978,,,,,,3,Yes,"As of 2014, is vast majority of U.S. nests",All Texas nests better,Wild,Partial,Abundance,0,,999,Within,,
